"PAGE TITLE","PAGE URL","LINK TEXT","LINK URL","TARGET TITLE"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Iraq War","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Gulf War","/health-care/health-needs-conditions/health-issues-related-to-service-era/gulf-war","Gulf War Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Cold War Era","/health-care/health-needs-conditions/health-issues-related-to-service-era/cold-war","Cold War Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Diseases related to Agent Orange","/disability/eligibility/hazardous-materials-exposure/agent-orange/","Agent Orange: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Hepatitis C","http://www.hepatitis.va.gov/patient/hcv/index.asp","External Link"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Hearing problems caused by noise","http://www.publichealth.va.gov/exposures/noise/index.asp","External Link"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Illnesses or injuries caused by occupational (job-related) hazards","http://www.publichealth.va.gov/exposures/categories/occupational-hazards.asp","External Link"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Find your local VA environmental health coordinator","https://www.publichealth.va.gov/exposures/coordinators.asp","External Link"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Learn more about the exam","/disability/eligibility/hazardous-materials-exposure/agent-orange/registry-health-exam/","Agent Orange Registry Health Exam for Veterans: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","See if you qualify for disability benefits due to conditions related to Agent Orange","/disability/eligibility/hazardous-materials-exposure/agent-orange/","Agent Orange: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","See if you qualify for disability benefits due to contact with hazardous materials","/disability/eligibility/hazardous-materials-exposure/","Contact with Harmful Chemicals or Other Hazardous Materials: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","About VA Health Care Coverage

                Learn more about your VA health care benefits, your health care team, and where you’ll go for care.","/health-care/about-va-health-benefits/","About VA Health Benefits: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Health Care Benefits Eligibility

                Not sure if you qualify? Find out if you can get VA health care benefits.","/health-care/eligibility/","Eligibility for VA Health Care: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","How to Apply for Health Care Benefits

                Ready to apply? Get started now.","/health-care/how-to-apply/","How to Apply for VA Health Care: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Skip to Content","#content","Skip to Content"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","update your browser","https://whatbrowser.org/","External Link"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","/img/header-logo.png","/","VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Home","/","VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Health Care","/health-care","VA Health Care: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Health Needs and Conditions","/health-care/health-needs-conditions","Health Needs and Conditions: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Operation Enduring Freedom","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Iraq War","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Gulf War","/health-care/health-needs-conditions/health-issues-related-to-service-era/gulf-war","Gulf War Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Cold War Era","/health-care/health-needs-conditions/health-issues-related-to-service-era/cold-war","Cold War Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Noise","http://www.publichealth.va.gov/exposures/noise/index.asp","External Link"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Ionizing Radiation","/disability/eligibility/hazardous-materials-exposure/ionizing-radiation/","Radiation Exposure: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Occupational (job-related) hazards","http://www.publichealth.va.gov/exposures/categories/occupational-hazards.asp","External Link"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Extreme cold","http://www.publichealth.va.gov/exposures/cold-injuries/index.asp","External Link"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Mustard gas","/disability/eligibility/hazardous-materials-exposure/mustard-gas-lewisite/","Contact with Mustard Gas or Lewisite: VA.gov"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Find your local VA environmental health coordinator","https://www.publichealth.va.gov/exposures/coordinators.asp","External Link"
"World War II Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","Learn more about the Ionizing Radiation Registry health exam","https://www.publichealth.va.gov/exposures/radiation/benefits/registry-exam.asp","External Link"
